nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota
"Moko Roti & Kopi, Tamalate",4.8,5,Coffee shop,-5.1729199,119.45055,"Jalan Tidung 9, Panakkukang Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
Brew Brothers Coffee HQ,4.7,175,Coffee shop,-5.173088,119.4174824,"Jalan Kumala, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Jongaya,Tamalate,Makassar
Tenant KOPI MERDEKA,4.9,19,Coffee shop,-5.1868331,119.4260442,"Pacuan Kuda Dg Tata (YOSS), Jalan Tabaria, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Bonto Duri,Tamalate,Makassar
Kedai Mods Coffee Corner,4.6,225,Coffee shop,-5.18518,119.4238521,"Jalan Daeng Tata Raya, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Bonto Duri,Tamalate,Makassar
BACO Banana Coffee House,5.0,96,Coffee shop,-5.1863628,119.4315892,"Jalan Muhajirin Lorong 2, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mangasa,Tamalate,Makassar
Kopi Padu Rasa Mallengkeri,4.6,9,Coffee shop,-5.1880155,119.4364849,"Jalan Mallengkeri, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Kopi Konoha mamoa,4.9,39,Coffee shop,-5.1802869,119.4306189,"Perumahan Tabaria Blok E5, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mannuruki,Tamalate,Makassar
T-Kopi,5.0,2,Coffee shop,-5.1814564,119.4105391,"Jalan Tanggul Patompo, Bonto Tannga, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar
Tempat Baru Kedai Kopi,4.7,31,Coffee shop,-5.1754572,119.4171944,"Jalan Kumala, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Jongaya,Tamalate,Makassar
Kopi ming,4.6,25,Coffee shop,-5.1830743,119.4220502,"Jalan Permata Mutiara Raya, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Bonto Duri,Tamalate,Makassar
Komar. – Daeng Tata,4.1,10,Coffee shop,-5.1872476,119.4271037,"Toko Printing, Jalan Mallengkeri, Bonto Manaik, Parang Tambung, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Parang Tambung,Tamalate,Makassar
Warkop 27 boslompoa,4.3,827,Coffee shop,-5.1802581,119.4400041,"Warkop 27 Boss Lompoa, Jalan Sultan Alauddin, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Sejenak Kopi,5.0,1,Coffee shop,-5.1814782,119.4180989,"Jalan Daeng Tata, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Bonto Duri,Tamalate,Makassar
Kopi Babe,4.3,80,Coffee shop,-5.1694009,119.4292358,"Jalan Bonto Manai, Bonto Maeoʼ, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90223, Indonesia",Mannuruki,Tamalate,Makassar
TOKO KOPI JINGGA,5.0,13,Coffee shop,-5.1719354,119.4165214,"Jalan Andi Mappaodang, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Jongaya,Tamalate,Makassar
Kedai dua sisi by sija,4.6,99,Coffee shop,-5.174257,119.4172609,"Jalan Kumala, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Jongaya,Tamalate,Makassar
AILA COFFEE,4.8,28,Cafe,-5.1734026,119.4158857,"Warteg Upie 2, Jalan Andi Mappaodang, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Jongaya,Tamalate,Makassar
Beranda Kopi,4.8,19,Coffee shop,-5.188087,119.435311,"Jalan Daeng Tata Lama, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Kopi Gilby,4.5,80,Coffee shop,-5.1846467,119.4227875,"Jalan Daeng Tata Raya, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Bonto Duri,Tamalate,Makassar
Kopi Buzz,5.0,1,Coffee shop,-5.1873743,119.4266921,"Jalan Daeng Tata 4, Parang Tambung, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Parang Tambung,Tamalate,Makassar
Coffee by BaDjua,4.5,60,Cafe,-5.1777993,119.4367929,"Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
InTea Coffee,5.0,8,Coffee shop,-5.1737104,119.4528866,"Jalan Tamalate 2, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
WARKOP KOPLENG (KOPI LE'LENG),4.6,140,Coffee shop,-5.1796041,119.4257076,"Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Bonto Duri,Tamalate,Makassar
Yasy coffee,4.9,17,Coffee shop,-5.1872005,119.4166939,"Tannga, Parang Tambung, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Parang Tambung,Tamalate,Makassar
Kopi Daeng & Eatery,4.5,26,Coffee shop,-5.1846774,119.4233172,"Jalan Daeng Tata Raya, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Bonto Duri,Tamalate,Makassar
KOPI NOKA,2.8,26,Coffee shop,-5.2085351,119.3873116,"Jalan Permandian Alam, Pattukangang, Barombong, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90225, Indonesia",Barombong,Tamalate,Makassar
KOPI PERMATA,5.0,13,Cafe,-5.1723088,119.4454177,"indomaret, Jalan Tamalate Raya, Panakkukang Permai, Mappala, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Mappala,Rappocini,Makassar
Aaron Teras Coffee,4.4,76,Coffee shop,-5.1872865,119.4266486,"Jalan Daeng Tata Raya, Mannuruki, Parang Tambung, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Parang Tambung,Tamalate,Makassar
Warkop Bang Haji,4.4,239,Coffee shop,-5.1874852,119.4409933,"Warkop Bang Haji, Jalan Sultan Alauddin, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Kopi Kocak,4.6,10,Coffee shop,-5.1767282,119.4295464,"Jalan Mannuruki 4, Bonto Maeoʼ, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mannuruki,Tamalate,Makassar
Stasiun Kuliner Pujasera Tamalate,5.0,3,Coffee shop,-5.1745703,119.4445818,"Jalan Tamalate Raya, Perumnas Tamalate, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar
Ruang Kopi 4.0,5.0,2,Coffee shop,-5.181946,119.4155442,"Jalan Abdul Kadir, Bonto Tannga, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar
Kopi cinnaku,0.0,0,Coffee shop,-5.169717,119.4476189,"Jalan Tamalate 3, Perumnas Tamalate, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
Peanuts Coffee Company,5.0,14,Coffee shop,-5.1793823,119.425213,"DEWA CONVEKSI, Jalan Dg Tata 1 Blok 5, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Bonto Duri,Tamalate,Makassar
Lage Kopi - Coffee Shop,5.0,7,Coffee shop,-5.1858835,119.4177935,"Hartaco Indah Blok 2A, Tannga, Parang Tambung, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Parang Tambung,Tamalate,Makassar
Kopi Joni (Kedai KopJon) - Tanjung Bunga,4.8,38,Coffee shop,-5.1733072,119.3917671,"Osaka Garden, Tanjung Merdeka, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Tanjung Merdeka,Tamalate,Makassar
Warkop Kong Kow 46,4.8,45,Coffee shop,-5.171349,119.425602,"Jalan Sultan Alauddin, Pabbaeng-Baeng, Pa'baeng-Baeng, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90223, Indonesia",Pa'baeng-Baeng,Tamalate,Makassar
Komar. – Pasar Senggol,5.0,1,Coffee shop,-5.1648697,119.4122963,"Jalan Opu Daeng Risadju, Baji Mappakasunggu, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Baji Mappakasunggu,Mamajang,Makassar
Pabrik/Toko Kopi Sejati,4.8,21,Coffee wholesaler,-5.1674841,119.420168,"TUGU VETRAN SELATAN UJUNG, Jalan Veteran Selatan, Pa'baeng-Baeng, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Pa'baeng-Baeng,Tamalate,Makassar
KopiMasyarakat,4.5,2,Cafe,-5.1802581,119.4400041,"Warkop 27 Boss Lompoa, Jalan Sultan Alauddin, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Kopi Akhlak,5.0,1,Coffee shop,-5.1789345,119.4246322,"Jalan Dg Tata 1 Blok 5, Bontoduri, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Bonto Duri,Tamalate,Makassar
Senopati Coffee and Eatery,4.4,170,Coffee shop,-5.1498669,119.415413,"Masjid Jenderal Sudirman, Jalan Merpati, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Kunjung Mae,Mariso,Makassar
Kopi THRU,0.0,0,Coffee stand,-5.1715149,119.445611,"Panakkukang Permai, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Bonto Makkio,Rappocini,Makassar
Ruang Kopi 3.0,5.0,1,Coffee shop,-5.1890665,119.3960217,"Akademi Parawisata Makassar / Akademie für Tourismus Makassar, Jalan Sahareng Daeng Sese, Kampung Lette', Tanjung Merdeka, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90225, Indonesia",Tanjung Merdeka,Tamalate,Makassar
Mooka Kopi Talassalapang,4.3,8,Coffee shop,-5.1816963,119.4422331,"Jalan Tala' Salapang, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
Warkop Laskar Tamalate 77,4.8,4,Coffee shop,-5.1703605,119.4459914,"Jalan Tamalate Raya, Panakkukang Permai, Mappala, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Mappala,Rappocini,Makassar
global.kopi,4.9,20,Coffee shop,-5.1702943,119.4526157,"Permata Hijau Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
seven march tea tamalate,5.0,1,Coffee shop,-5.1683512,119.4469009,"Jalan Tamalate Raya, Panakkukang Permai, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
koki kopi,5.0,1,Espresso bar,-5.1805339,119.4169752,"Alfamidi, Jalan Daeng Ngeppe, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar
KOPI TONRO,5.0,1,Coffee shop,-5.172805,119.4230601,"Jalan Andi Tonro 4, Pabbaeng-Baeng, Pa'baeng-Baeng, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Pa'baeng-Baeng,Tamalate,Makassar
Kopi Sea,5.0,4,Coffee store,-5.1761848,119.4143764,"Jalan Andi Mappaodang, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Jongaya,Tamalate,Makassar
Literasi Kopi,5.0,2,Coffee shop,-5.1847617,119.43444,"Jalan Muhajirin II, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Coto ayam kampung 77 x Kedai Kopi 77,4.6,5,Coffee shop,-5.167953,119.447681,"ALFAMART, Jalan Tamalate Raya, Panakkukang Permai, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
Kopi-U,5.0,5,Coffee shop,-5.1773932,119.431219,"Mony's Kitchen, Jalan Mannuruki 2, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mangasa,Tamalate,Makassar
Kopi Padu Rasa - Mappaodang,4.2,17,Coffee shop,-5.1688097,119.4178993,"Jalan Andi Mappaodang, Bonto Kamase, Bongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Bongaya,Tamalate,Makassar
Warkop Kita Kopi,4.7,52,Cafe,-5.1781615,119.4146554,"Jalan Daeng Ngeppe, Bonto Tannga, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar
Kopi ipho,5.0,6,Coffee shop,-5.1803393,119.4306581,"Jalan Mamoa 4, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mangasa,Tamalate,Makassar
Kopi Tama Antang,4.8,29,Cafeteria,-5.168458,119.4922795,"Jalan Lasuloro Dalam 7, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Biring Romang,Manggala,Makassar
Teras Kopi Mabes,5.0,1,Coffee shop,-5.1701004,119.4233904,"Pabbaeng-Baeng, Pa'baeng-Baeng, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90223, Indonesia",Pa'baeng-Baeng,Tamalate,Makassar
My Kopi O!,3.9,145,Coffee shop,-5.1595452,119.3943383,"my Kopi O!, Jalan Metro Tanjung Bunga, Maccini Sombala, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Maccini Sombala,Tamalate,Makassar
Kopi Vals Chapter II,4.8,8,Coffee shop,-5.1873094,119.4270597,"Pacuan Kuda Dg Tata (YOSS), Blok G7, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Bonto Duri,Tamalate,Makassar
Kopi NOKA,4.7,12,Coffee shop,-5.0891846,119.528373,"Jalan Goa Ria, Bakung, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Bakung,Biringkanaya,Makassar
warung kopi mtv,4.5,13,Cafe,-5.1877376,119.4355484,"Jalan Mallengkeri, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Kopi Kenangan - Trans Studio Mall Makassar,4.1,73,Coffee shop,-5.1590147,119.3944787,"my Kopi O!, Jalan Metro Tanjung Bunga, Maccini Sombala, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Maccini Sombala,Tamalate,Makassar
Kedai Kopi,5.0,1,Coffee shop,-5.1873779,119.4409319,"Ardys Bordir, Jalan Sultan Alauddin, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Bakmi & kopi koju,5.0,2,Coffee shop,-5.1818746,119.4158379,"Jalan Abdul Kadir, Bonto Tannga, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar
SS Coffee,4.7,3,Coffee shop,-5.1817126,119.4156302,"Jalan Abdul Kadir, Bonto Tannga, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar
Rays Kopi,5.0,9,Coffee shop,-5.1691346,119.4475518,"Jalan Setapak 19, Panakkukang Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
Kedai kopi SXI,5.0,1,Coffee shop,-5.17002,119.4486771,"Jalan Tamalate V Setapak 11, Panakkukang Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
Kopi Gufa,5.0,2,Coffee shop,-5.1710288,119.4135134,"Baji Gau Hotel, Jalan Baji Iman, Bongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Bongaya,Tamalate,Makassar
Toko Kopi Sapa - Kedai kopi makassar,5.0,8,Coffee shop,-5.1716884,119.4456149,"Jalan Tamalate Raya, Perumnas Tamalate, Mappala, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Mappala,Rappocini,Makassar
Kopi 99,5.0,8,Cafe,-5.1784175,119.4354757,"Jalan Mannuruki II Lorong .7A, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Kopi Soe Daeng Tata,4.8,81,Cafe,-5.1834949,119.4220925,"Jalan Permata Mutiara Raya, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Bonto Duri,Tamalate,Makassar
D Kopi Kumala,5.0,1,Coffee shop,-5.1750392,119.4168353,"Jalan Kumala, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Jongaya,Tamalate,Makassar
Kedai kopi dawa,4.7,9,Coffee shop,-5.1750193,119.4168696,"Jalan Kumala, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Jongaya,Tamalate,Makassar
SUDUT KOPI,5.0,1,Coffee shop,-5.1796851,119.4307984,"Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mangasa,Tamalate,Makassar
Houslatte Sungai Saddang,5.0,194,Cafe,-5.1462543,119.422566,"Sawawa Advertising, 70, Jalan Sungai Saddang Lama, Maradekaya Selatan, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maradekaya Selatan,Makassar,Makassar
Kedai Kopi 25,5.0,5,Cafe,-5.1728288,119.420722,"STIE-YPUP MAKASSAR, Jalan Andi Tonro, Pabbaeng-Baeng, Pa'baeng-Baeng, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Pa'baeng-Baeng,Tamalate,Makassar
Kopi Rinra,4.4,8,Coffee shop,-5.1855317,119.4156343,"Cappak Buluk, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar
NAIS KOPI,5.0,4,Espresso bar,-5.1685221,119.4470376,"Jalan Tamalate Raya, Panakkukang Permai, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
Bola Aju Kopi,5.0,1,Coffee shop,-5.1770226,119.4377155,"Jalan Sultan Alauddin, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
Halu kopi indonesia,4.8,4,Coffee shop,-5.177216,119.4287104,"Jalan Manuruki 8, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mannuruki,Tamalate,Makassar
Kopi Menetes,5.0,1,Coffee shop,-5.1883156,119.4391012,"Jalan Mallengkeri, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Kopi iekara,5.0,1,Coffee shop,-5.1838792,119.43482,"Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Ali Kopi,5.0,6,Coffee shop,-5.1769561,119.417243,"Jalan Muh. Tahir, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Jongaya,Tamalate,Makassar
Kopi Noka,4.5,2,Coffee shop,-5.117212,119.421492,"Crema Kopi, Jalan Tinumbu, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Totaka,Ujung Tanah,Makassar
krimi kopi,5.0,4,Coffee shop,-5.1721869,119.4289082,"Bonto Maeoʼ, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90223, Indonesia",Mannuruki,Tamalate,Makassar
Mooka Kopi Toddopuli,5.0,9,Bar,-5.1657109,119.4500325,"Jalan Toddopuli Raya, Kassiʼ-Kassiʼ, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Pandang,Panakkukang,Makassar
Coffee klasik ind,4.9,93,Coffee shop,-5.1857335,119.4142618,"Cappak Buluk, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar
Kedai Kopi T-BOT,0.0,0,Coffee shop,-5.1813895,119.4372134,"Jalan Sultan Alauddin II, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Coffee & Go,5.0,7,Cafe,-5.1875268,119.4310435,"Digital Printing (Percetakan Maha Karya), Lorong Zchar Timur 2, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mangasa,Tamalate,Makassar
Houslatte Grestelina,5.0,190,Coffee shop,-5.1628719,119.4456813,"Rumah Sakit Grestelina, Jalan Toddopuli II, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Pandang,Panakkukang,Makassar
Kedai Kopi #28,5.0,6,Coffee shop,-5.1684102,119.4155341,"Jalan Andi Mangerangi 1, Bongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bongaya,Tamalate,Makassar
Ranting Kopi,3.0,1,Coffee shop,-5.1828933,119.4399639,"Jalan Residen I, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar
Kamsia Boba Tamalate,5.0,2,Coffee shop,-5.1721769,119.4454583,"indomaret, Jalan Tidung 5, Panakkukang Permai, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Bonto Makkio,Rappocini,Makassar
Mooka kopi Antang,4.3,19,Food and beverage exporter,-5.1673436,119.4792497,"Jalan Tamangapa Raya, Tamanngapa, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Biring Romang,Manggala,Makassar
Warung Kopi The Green,4.2,80,Coffee shop,-5.1850069,119.3940086,"Ruko The Green, Tanjung Merdeka, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90225, Indonesia",Tanjung Merdeka,Tamalate,Makassar
OH COFFEE MAKASSAR,5.0,3,Coffee shop,-5.1673709,119.4137021,"Jalan A. Manggerangi, Bongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Bongaya,Tamalate,Makassar
kopi arabika flores,0.0,0,Coffee wholesaler,-5.1847227,119.4142721,"Jalan Abdul Kadir, Cappak Buluk, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar
Toko Kopi Ujung,4.5,524,Coffee shop,-5.1373193,119.4059802,"Toko Ujung, Jalan Wahab Tarru, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Kopi Ujung Jalan,5.0,28,Coffee shop,-5.1649877,119.4200346,"Jalan Kelinci, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Noice Coffee Roaster,4.6,281,Coffee shop,-5.137253,119.4052609,"Bank Mandiri, Jalan Pasar Ikan, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
"X3 Coffee, Resto & Barbershop",4.8,91,Coffee shop,-5.133824,119.4044053,"Kampoeng Popsa, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Kopi Pandang,4.9,26,Coffee shop,-5.1508482,119.4235438,"Jalan Anuang, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya,Makassar,Makassar
Onkel John's Coffee Hasanuddin,4.8,227,Coffee shop,-5.1407758,119.4106093,"Fore Coffee, 53, Jalan Sultan Hasanuddin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sawerigading,Ujung Pandang,Makassar
Ceylon coffee,4.8,71,Coffee shop,-5.1394958,119.4098557,"Mix, C3, Jalan Ranggong, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Baru,Ujung Pandang,Makassar
MyCoffee,4.7,646,Coffee shop,-5.1363961,119.4075414,"Black Canyon, Jalan Pattimura, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Dari Kopi Daeng Tompo,4.7,317,Coffee shop,-5.1430498,119.4096058,"Fave Hotel Losari, Jalan Dg. Tompo, Maloku, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Maloku,Ujung Pandang,Makassar
Kedai Lawas,4.7,321,Coffee shop,-5.1394868,119.4078935,"Jalan Ranggong, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Bulogading,Ujung Pandang,Makassar
Social Barn Sutomo,4.5,773,Coffee shop,-5.1434739,119.4135587,"Social Barn, Jalan Dokter Sutomo, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sawerigading,Ujung Pandang,Makassar
