,nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota,bayesian_rating
724,Kopi Sayang & Uncle Fang Makassar,0.0,0,Food and beverage exporter,-5.1114895,119.4026276,"Jalan Mohammad Hatta, Pelabuhan Makassar, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar,4.463969465648854
931,Kima Coffee,0.0,0,Espresso bar,-5.1072813,119.5108087,"Jalan Perintis Kemerdekaan, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.463969465648854
722,Kedai kak lhia,0.0,0,Coffee shop,-5.0498912,119.3278017,"Barrang Lompo, Kepulauan Sangkarrang, Makassar, Sulawesi Selatan, Sulawesi, Indonesia",Barrang Lompo,Kepulauan Sangkarrang,Makassar,4.463969465648854
723,Suppiran Coffee Indonesia,0.0,0,Coffee store,-5.1195955,119.4026276,"Jalan Mohammad Hatta, Pelabuhan Makassar, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar,4.463969465648854
726,KOPI CAN Brew House,0.0,0,Coffee store,-5.1114895,119.4026276,"Jalan Mohammad Hatta, Pelabuhan Makassar, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar,4.463969465648854
1274,SOFE.Coffee,0.0,0,Coffee shop,-5.155433,119.4149511,"Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar,4.463969465648854
954,OQ Cafe,0.0,0,Coffee shop,-5.1321401,119.4267694,"Jalan Mesjid Raya, Timungan Lompoa, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",Timungan Lompoa,Bontoala,Makassar,4.463969465648854
290,Kedai77,0.0,0,Coffee shop,-5.1176284,119.4311781,"Jalan Galangan Kapal, Kaluku Bodoa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Kaluku Bodoa,Tallo,Makassar,4.463969465648854
439,cafe tamalanrea,0.0,0,Coffee shop,-5.1431053,119.4743748,"Yuscorp Bisnis Indonesia, AE 5, Puri Asri Raya, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90245, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.463969465648854
314,Rumah kopi bintang,0.0,0,Coffee shop,-5.1326293,119.4302674,"Jalan Pongtiku, Malimongan Baru, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",Malimongan Baru,Bontoala,Makassar,4.463969465648854
320,ES COKLAT SULTAN,0.0,0,Coffee shop,-5.1068589,119.4389344,"Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Tallo,Tallo,Makassar,4.463969465648854
315,Roemah Kopi JBL,0.0,0,Cafe,-5.1231576,119.4315148,"Jalan Andi Tadde 1, Suangga, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Suangga,Tallo,Makassar,4.463969465648854
206,Halo Coffee,0.0,0,Coffee shop,-5.1583826,119.4333023,"WARUNG ADEM AYEM, Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar,4.463969465648854
217,Tallo,0.0,0,Coffee shop,-5.106055,119.4384316,"Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Tallo,Tallo,Makassar,4.463969465648854
1310,Kopi Seduhu,0.0,0,Coffee store,-5.162441,119.4067995,"Jalan Dahlia, Mattoangin, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mattoangin,Mariso,Makassar,4.463969465648854
1207,Manna Efabul Coffee and Pastry,0.0,0,Coffee shop,-5.175473,119.4704903,"Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Bangkala,Manggala,Makassar,4.463969465648854
552,kopi arabika flores,0.0,0,Coffee wholesaler,-5.1847227,119.4142721,"Jalan Abdul Kadir, Cappak Buluk, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar,4.463969465648854
89,Kalong Coffee,0.0,0,Coffee shop,-5.1610806,119.4452125,"Jalan Adhyaksa 1, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.463969465648854
78,Kopi Makassar,0.0,0,Coffee shop,-5.1609736,119.4457663,"Warung Barokah 354, Jalan Adhyaksa, Pandang, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.463969465648854
1240,Warkop sija Manggala,0.0,0,Coffee shop,-5.1523762,119.4777911,"Jalan Inspeksi Pam, Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar,4.463969465648854
1329,Kopi lounge,0.0,0,Coffee shop,-5.1606236,119.4079587,"Jalan Seruni, Kampung Buyang, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Kampung Buyang,Mariso,Makassar,4.463969465648854
1324,KEDAI OH KOPIJOKKA CABANG MERAK,0.0,0,Coffee shop,-5.1595615,119.4106059,"SD NEG KAKATUA, Jalan Merak, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mariso,Mariso,Makassar,4.463969465648854
1341,Cafe Enak Makassar,0.0,0,Coffee shop,-5.1569713,119.4163266,"Perguruan Nasional Makassar, Jalan Sam Ratulangi, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.463969465648854
703,Kopi chwimi,0.0,0,Coffee shop,-5.1179631,119.4208905,"Jalan Cakalang VII, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Totaka,Ujung Tanah,Makassar,4.463969465648854
718,Toko nurcahyani,0.0,0,Coffee shop,-5.1114608,119.425482,"Jalan Barukang Utara, Cambaya, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Cambaya,Ujung Tanah,Makassar,4.463969465648854
936,Sudut Kopi Taman Sudiang Indah,0.0,0,Coffee shop,-5.091076,119.5261849,"Tangkala, Laikang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Laikang,Biringkanaya,Makassar,4.463969465648854
656,Kopi Starling Batu Putih,0.0,0,Coffee shop,-5.1467969,119.4170115,"Jalan G. Batu Putih Bundar, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Mangkura,Ujung Pandang,Makassar,4.463969465648854
255,TOKO KOPI OMA SUNU,0.0,0,Coffee shop,-5.1223327,119.4298581,"Lembo, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Lembo,Tallo,Makassar,4.463969465648854
688,Kopi Abang,0.0,0,Coffee shop,-5.1119689,119.4212275,"Jalan Sabutung, Gusung, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Gusung,Ujung Tanah,Makassar,4.463969465648854
1353,The Julu Ati Coffee & Garden,0.0,0,Coffee shop,-5.1635017,119.4067696,"Jalan Anggrek, Bontorannu, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Bontorannu,Mariso,Makassar,4.463969465648854
1143,kopikir saya nda capek,0.0,0,Coffee shop,-5.1668904,119.412366,"Baji Mappakasunggu, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Baji Mappakasunggu,Mamajang,Makassar,4.463969465648854
1352,Biz Coffee,0.0,0,Coffee shop,-5.1595148,119.4134524,"Jalan Opu Daeng Risadju, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar,4.463969465648854
238,APPA TUJU KOPI,0.0,0,Coffee shop,-5.1187861,119.4279189,"Jalan Pannampu, Kaluku Bodoa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Kaluku Bodoa,Tallo,Makassar,4.463969465648854
1333,RockTea Cendrawasih,0.0,0,Coffee shop,-5.1491092,119.4131147,"Jalan Opu Daeng Risadju, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Kunjung Mae,Mariso,Makassar,4.463969465648854
1323,Radical Coffee,0.0,0,Coffee shop,-5.1580153,119.4129787,"Jalan Cendrawasih 4, Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Panambungan,Mariso,Makassar,4.463969465648854
1330,Kedai Coffee F99,0.0,0,Coffee shop,-5.1605099,119.4096684,"Jalan Nuri, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mariso,Mariso,Makassar,4.463969465648854
1355,Teras Ai,0.0,0,Coffee shop,-5.1636234,119.4088176,"Twinsangel House, 59/15, Jalan Hati Murni, Tamarunang, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Tamarunang,Mariso,Makassar,4.463969465648854
704,Komar. – Cakalang,0.0,0,Coffee shop,-5.117609,119.419659,"Ruko Cakalang Indah, Kompleks Ruko Cakalang Indah, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Totaka,Ujung Tanah,Makassar,4.463969465648854
693,Toko Kopi Jaya,0.0,0,Coffee wholesaler,-5.1110369,119.4282549,"Jalan Sabutung, Camba Berua, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Camba Berua,Ujung Tanah,Makassar,4.463969465648854
657,Super kopi,0.0,0,Coffee shop,-5.1373119,119.4191967,"Jalan Sungai Poso, Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lariang Bangi,Makassar,Makassar,4.463969465648854
312,KOPI GALANGAN,0.0,0,Coffee shop,-5.1174541,119.4311825,"Jalan Galangan Kapal, Kaluku Bodoa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Kaluku Bodoa,Tallo,Makassar,4.463969465648854
714,Kedai Imran,0.0,0,Coffee shop,-5.1145759,119.4212766,"Jalan Barukang III, Patingalloang, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang,Ujung Tanah,Makassar,4.463969465648854
1228,Kopi Padu Rasa - Antang,0.0,0,Coffee shop,-5.1608382,119.4770845,"Jalan Antang Raya, Pannaraʼ, Ujung Bori, Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar,4.463969465648854
485,Kopi cinnaku,0.0,0,Coffee shop,-5.169717,119.4476189,"Jalan Tamalate 3, Perumnas Tamalate, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar,4.463969465648854
274,Kopi Sija,0.0,0,Coffee shop,-5.1244916,119.4226913,"Bunga Eja Beru, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bunga Eja Beru,Tallo,Makassar,4.463969465648854
496,Kopi THRU,0.0,0,Coffee stand,-5.1715149,119.445611,"Panakkukang Permai, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Bonto Makkio,Rappocini,Makassar,4.463969465648854
1128,merchant gara gara coffee,0.0,0,Espresso bar,-5.155136,119.416647,"Sentral Baby Kids, Jalan Sam Ratulangi, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar,4.463969465648854
640,Toko Kopi Toraja di Makassar,0.0,0,Coffee shop,-5.1382716,119.413394,"Jalan Ince Nurdin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.463969465648854
699,KOPI SORAJA,0.0,0,Coffee shop,-5.1180539,119.4205247,"Jalan Cakalang, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar,4.463969465648854
1113,Kopi Titik Senja Cendrawasih,0.0,0,Coffee shop,-5.1676078,119.4115235,"Tamparang Keke, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Tamparang Keke,Mamajang,Makassar,4.463969465648854
281,Kopi in,0.0,0,Coffee shop,-5.1249401,119.4382377,"Rappokalling, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappokalling,Tallo,Makassar,4.463969465648854
903,Kopi Toraja Rumah Adat,4.4,7,Coffee wholesaler,-5.1177434,119.5161274,"Jalan Poros Perumahan Depag, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Berua,Biringkanaya,Makassar,4.4600223008651545
925,Kedai kopi naya-panda warkop,4.4,7,Coffee shop,-5.0754646,119.5306358,"Jalan Arung Teko, Patte'ne, Sudiang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90522, Indonesia",Sudiang,Biringkanaya,Makassar,4.4600223008651545
1327,Kedai Kopi Rezky,4.0,1,Coffee shop,-5.163177,119.4079153,"Jalan Bunga Eja, Mattoangin, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mattoangin,Mariso,Makassar,4.459651262839678
798,Jual Kopi Robusta Toraja Asli Makassar,4.0,1,Coffee shop,-5.1217234,119.4113543,"Jalan Kalimantan, Mampu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Mampu,Wajo,Makassar,4.459651262839678
205,Mooka Kopi Tamalate,4.0,1,Espresso bar,-5.1717501,119.4454484,"Tidung IV Setapak 5, Perumnas Tamalate, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Bonto Makkio,Rappocini,Makassar,4.459651262839678
994,Aroma cotto Makassar Dg Sitaba,4.0,1,Coffee shop,-5.1351226,119.4177516,"Jalan Sungai Cerekang, Gaddong, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",Gaddong,Bontoala,Makassar,4.459651262839678
285,Adul Teuku Umar,4.0,1,Coffee shop,-5.1146519,119.4355378,"Jalan Teuku Umar Raya, Kaluku Bodoa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Kaluku Bodoa,Tallo,Makassar,4.459651262839678
532,Kopi Rinra,4.4,8,Coffee shop,-5.1855317,119.4156343,"Cappak Buluk, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar,4.459497836879419
152,"Kata Kopi, Rappocini Raya",4.3,3,Coffee shop,-5.1551924,119.4291964,"Jalan Rappocini Raya, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar,4.459474895541511
767,Coffe Port Indo,4.3,3,Coffee shop,-5.1206667,119.4088293,"Jalan Mohammad Hatta, Pelabuhan Makassar, Mampu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Mampu,Wajo,Makassar,4.459474895541511
1230,Kopi Todaa,4.3,3,Coffee stand,-5.152224,119.4666265,"Toa Daeng, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Toa Daeng,Manggala,Makassar,4.459474895541511
879,Paramount Coffee,4.4,9,Coffee shop,-5.0813971,119.5211181,"Jalan Perintis Kemerdekaan, Batu Tambung, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.458982458844783
1343,Warkop Exel,4.3,4,Coffee shop,-5.161119,119.4126742,"Jalan Kakatua, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mariso,Mariso,Makassar,4.458030965617752
715,Warkop 116,4.4,12,Cafe,-5.1140433,119.4228172,"Jalan Barukang III, Patingalloang, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang,Ujung Tanah,Makassar,4.457488539139312
1311,Uptown Urban coffee And Resto,4.4,12,Restaurant,-5.159532,119.4134361,"Jalan Opu Daeng Risadju, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar,4.457488539139312
249,Pabrik Kopi Bintang Terang,4.4,14,Coffee shop,-5.12592,119.4376305,"Rappokalling, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappokalling,Tallo,Makassar,4.456533937106489
150,Roemah singgah coffee,4.4,15,Coffee shop,-5.1656932,119.4394886,"Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar,4.456068426633938
1347,Warung Kopi Ina,4.0,2,Coffee shop,-5.154064,119.413445,"Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Panambungan,Mariso,Makassar,4.455412698580722
835,CAFE THE WALL BOTHLAM SPACE,4.0,2,Coffee shop,-5.1305019,119.4093333,"Jalan Sumba, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar,4.455412698580722
648,Kopi Pojok 78,4.0,2,Coffee shop,-5.1437899,119.4114229,"SPBU 74.901.10 Sultan Hasanuddin, Jalan Sultan Hasanuddin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.455412698580722
272,KOPIOPA,4.0,2,Coffee shop,-5.1275011,119.4311841,"Kedai Xpedisi, Jalan Pongtiku, La'latang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",La'latang,Tallo,Makassar,4.455412698580722
420,TEMU KOPI PERINTIS (takeaway only),4.3,6,Coffee shop,-5.1324715,119.4983702,"Duta Irama, Jalan Perintis Kemerdekaan 10, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.455220153007564
627,PAPERCUP - Benteng,4.3,6,Coffee shop,-5.1330301,119.4044991,"Laku, 4, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar,4.455220153007564
380,ESTEH INDONESIA TAMALANREA,4.4,18,Coffee shop,-5.1217182,119.507994,"Kantor Imigrasi Makassar, km13, Jalan Biring Romang, Biring Romang, Kapasa, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90243, Indonesia",Kapasa,Tamalanrea,Makassar,4.454716783511977
202,Coffee Lovers,4.3,7,Cafe,-5.1557114,119.4272531,"Jalan Rappocini Raya 5, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar,4.453851912002807
1247,Caffeine Coffee,4.4,21,Cafe,-5.1640379,119.4524648,"Villa Harmonis Cluster, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.453428774556151
822,WARKOP 67,4.4,22,Coffee shop,-5.12196,119.4123677,"Jalan Tentara Pelajar, Mampu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Mampu,Wajo,Makassar,4.453012808510921
644,Kedai Pojok Kopi,4.4,23,Coffee shop,-5.1395386,119.4196334,"Jalan Sungai Cenrana, Lajangiru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",Lajangiru,Ujung Pandang,Makassar,4.4526032693794
928,Point Coffee,4.3,8,Coffee shop,-5.1016327,119.5110714,"Indomaret, Jalan Perintis Kemerdekaan, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.452507581881854
920,kopi dari hati pajjaiang,4.3,8,Coffee shop,-5.1072719,119.5216328,"Jalan Pajjaiyang, Pa'jaiang, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Sudiang Raya,Biringkanaya,Makassar,4.452507581881854
498,Mooka Kopi Talassalapang,4.3,8,Coffee shop,-5.1816963,119.4422331,"Jalan Tala' Salapang, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar,4.452507581881854
1232,Kopi O'mahan,4.2,5,Restaurant,-5.1661253,119.4525415,"Jalan Toddopuli V, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.452126432078751
905,WE COFFEE,4.2,5,Coffee shop,-5.1096847,119.5175047,"Jalan Pajaiang, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.452126432078751
719,Warkop azisah,4.2,5,Coffee shop,-5.1107678,119.4264472,"Jalan Barukang Utara, Cambaya, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Cambaya,Ujung Tanah,Makassar,4.452126432078751
33,TEMU KOPI PANAKUKKANG,4.2,5,Coffee shop,-5.1584724,119.4520363,"Jalan Pandang Raya, Pandang, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.452126432078751
901,Warkop Kopi Tiam,4.4,25,Coffee shop,-5.1125665,119.508506,"Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar,4.451802885125836
1203,NAF.SPACE,4.4,27,Coffee shop,-5.1495929,119.4741222,"Jalan Inspeksi Pam, Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar,4.45102649230019
698,PAMBUSUANG,3.0,1,Coffee shop,-5.1143315,119.4232616,"Jalan Tol Reformasi, Patingalloang Baru, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Patingalloang Baru,Ujung Tanah,Makassar,4.45034417879884
547,Ranting Kopi,3.0,1,Coffee shop,-5.1828933,119.4399639,"Jalan Residen I, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar,4.45034417879884
1303,Bhumi Cafe,4.3,10,Coffee shop,-5.158374,119.4111377,"Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar,4.4498881902052085
1320,Bampers Coffee,4.3,10,Cafe,-5.1595499,119.410318,"Jalan Merak, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mariso,Mariso,Makassar,4.4498881902052085
1186,Pertigaan.kopi,4.3,10,Coffee shop,-5.1627513,119.4563541,"Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.4498881902052085
1318,Kedap kedai,4.2,6,Coffee shop,-5.1548392,119.4149797,"Parkiran Samsat, Jalan Andi Mappanyukki, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar,4.449884212802679
92,Kopi Three,4.2,6,Coffee shop,-5.1576496,119.4499374,"Kompleks Azalea, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.449884212802679
251,Bestie Coffee,4.2,6,Coffee shop,-5.1245714,119.4295078,"Jalan Sunu, Kalukuang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Kalukuang,Tallo,Makassar,4.449884212802679
689,Palu,4.2,6,Coffee shop,-5.1194177,119.4173857,"Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tabaringan,Ujung Tanah,Makassar,4.449884212802679
1144,Warkop Serigala,4.4,31,Coffee shop,-5.1603797,119.4210174,"Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.449541491663417
696,Warkop Dg Ancha,4.4,32,Coffee shop,-5.1113634,119.425947,"Jalan Barukang Utara, Cambaya, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Cambaya,Ujung Tanah,Makassar,4.449183649357769
64,Coffee Holic By Sija,4.4,33,Cafe,-5.158197,119.4482277,"Mushalla PS, Jalan Adhyaksa, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.448830939429873
1152,Kedai Kopi Enteng,4.4,36,Coffee shop,-5.1701372,119.4983191,"Jalan Manggala Raya, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar,4.447802522995199
864,KOPi SUDUT,4.3,12,Coffee shop,-5.1207925,119.5221092,"Paccerakang, Paccerakkang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Paccerakang,Biringkanaya,Makassar,4.44735725784158
937,JOIN COFFEE HOUSE,4.0,4,Coffee shop,-5.1103549,119.515165,"Masjid Al Kautsar, Jalan Pajaiang, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.447165832879282
1209,Terminal Kopi Pakem,4.0,4,Coffee shop,-5.1642903,119.4516121,"Ud Galleria... Natural Stone ., 60, Jalan Toddopuli Raya, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Pandang,Panakkukang,Makassar,4.447165832879282
1273,Goffee CPI,4.4,39,Coffee shop,-5.1493246,119.3981145,"Centre Point of Indonesia (CPI), Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Panambungan,Mariso,Makassar,4.446816531511461
856,345 coffeeshop,4.4,45,Coffee shop,-5.0701822,119.5247743,"SMK Darussalam, Jalan Perintis Kemerdekaan, Patte'ne, Sudiang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90155, Indonesia",Sudiang,Biringkanaya,Makassar,4.444961738561709
193,Herbag Kedai Kopi Tungku,4.4,46,Coffee shop,-5.1865781,119.4428474,"Herbag Kedai Kopi Tungku, Jalan Teduh Bersinar, Griya Fajar Mas, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Gunung Sari,Rappocini,Makassar,4.4446668011921355
376,Om Ammank Coffee Shop,4.4,48,Coffee shop,-5.1419011,119.4872933,"Jalan Bung Lorong 1, Tamalanrea Jaya, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Tamalanrea Jaya,Tamalanrea,Makassar,4.444088384407473
1029,BOHO KOPI,4.4,49,Coffee shop,-5.1464322,119.4219597,"RSIA ELIM MAKASSAR, Jalan S. Saddang Lama, Pisang Selatan, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Pisang Selatan,Makassar,Makassar,4.443804757571087
